valid_at,sensor_id,pm2p5_x,pm2p5_y,pm1,pm10,no,no2,o3,co,relative_humidity,temperature,pressure,wind_speed,rain
2021-03-14 16:00:00,FEC02,4.4025,2.3,1.55583333333333,10.9975,31.2225,-18.0466666666667,170.120833333333,89.2191666666667,26,21.2,1024.1,9.4,0.0
2021-03-14 16:00:00,FEC01,12.7075,2.3,9.51416666666667,14.8625,53.475,-12.2625,161.876666666667,84.8333333333333,26,21.2,1024.1,9.4,0.0
2021-03-14 17:00:00,FEC01,12.3758333333333,2.0,8.46,17.4791666666667,55.2166666666667,-5.2175,166.198333333333,108.155,25,21.4,1023.9,11.2,0.0
2021-03-14 17:00:00,FEC02,4.69083333333333,2.0,1.64166666666667,9.70083333333333,25.8833333333333,-5.55333333333334,191.83,138.705,25,21.4,1023.9,11.2,0.0
2021-03-14 18:00:00,FEC02,6.61583333333333,2.4,2.36666666666667,12.8291666666667,23.0208333333333,2.66583333333333,207.675,145.223333333333,30,19.2,1023.9,11.2,0.0
2021-03-14 18:00:00,FEC01,12.7966666666667,2.4,8.76416666666667,16.4866666666667,47.2941666666667,1.41,171.444166666667,145.4575,30,19.2,1023.9,11.2,0.0
2021-03-14 19:00:00,FEC01,16.4458333333333,5.8,13.6491666666667,19.7325,43.1425,17.8016666666667,154.71,216.401666666667,33,18.9,1023.9,5.4,0.0
2021-03-14 19:00:00,FEC02,9.4275,5.8,2.88333333333333,30.835,19.1541666666667,22.245,176.408333333333,201.005,33,18.9,1023.9,5.4,0.0
2021-03-14 20:00:00,FEC02,15.2225,7.7,6.29333333333333,41.7425,19.3716666666667,30.0816666666667,149.3175,354.834166666667,35,18.3,1024.1,8.5,0.0
2021-03-14 20:00:00,FEC01,27.3116666666667,7.7,18.6808333333333,31.1975,41.835,25.3708333333333,139.680833333333,356.136666666667,35,18.3,1024.1,8.5,0.0
2021-03-14 21:00:00,FEC01,23.8766666666667,7.8,18.1983333333333,17.7216666666667,39.2783333333333,23.4066666666667,143.330833333333,314.125,40,16.9,1024.3,4.7,0.0
2021-03-14 21:00:00,FEC02,9.6625,7.8,4.38083333333333,29.66,15.1591666666667,25.3883333333333,153.9525,289.2075,40,16.9,1024.3,4.7,0.0
2021-03-14 22:00:00,FEC01,19.08,10.2,14.0341666666667,17.0075,36.6716666666667,20.1066666666667,142.065833333333,335.214166666667,48,14.8,1025.0,5.4,0.0
2021-03-14 22:00:00,FEC02,13.82,10.2,5.5675,26.3925,11.3508333333333,22.8416666666667,174.281666666667,315.165,48,14.8,1025.0,5.4,0.0
2021-03-14 23:00:00,FEC01,13.5666666666667,4.4,9.72083333333333,17.0433333333333,33.0558333333333,13.3141666666667,149.865,139.915833333333,51,13.2,1025.1,1.8,0.0
2021-03-14 23:00:00,FEC02,8.03333333333333,4.4,3.58083333333333,15.5966666666667,5.32833333333333,15.0533333333333,186.393333333333,123.3025,51,13.2,1025.1,1.8,0.0
2021-03-15 00:00:00,FEC02,10.3741666666667,3.8,3.83833333333333,18.3091666666667,10.5416666666667,12.2191666666667,183.933333333333,109.350833333333,53,12.6,1025.4,3.6,0.0
2021-03-15 00:00:00,FEC01,16.3966666666667,3.8,12.5983333333333,16.9825,28.0908333333333,13.0533333333333,147.631666666667,123.98,53,12.6,1025.4,3.6,0.0
2021-03-15 01:00:00,FEC01,14.5391666666667,5.7,11.5916666666667,15.7166666666667,29.355,15.9808333333333,134.478333333333,139.903333333333,57,11.6,1025.3,3.6,0.0
2021-03-15 01:00:00,FEC02,10.6158333333333,5.7,4.4725,18.0925,11.0641666666667,16.5141666666667,170.094166666667,118.538333333333,57,11.6,1025.3,3.6,0.0
2021-03-15 02:00:00,FEC01,7.37083333333333,3.5,6.32083333333333,8.1475,27.345,16.0791666666667,142.645,104.949166666667,59,10.8,1025.3,1.8,0.0
2021-03-15 02:00:00,FEC02,7.185,3.5,2.85333333333333,15.9708333333333,10.8083333333333,18.9141666666667,178.264166666667,90.7383333333333,59,10.8,1025.3,1.8,0.0
